Title,Suburb,Bedrooms,Bathrooms,LandArea,FloorArea,PriceDisplay,PropertyType
CCC Issued - Ready Now!,Henderson,2,2,95,,"Asking price $785,700",Townhouse
NEW NORTH-FACING HOME/INVESTMENT ON CORNER SITE,Pukekohe,3,2,212,,Price by negotiation,House
CLASSY CONVENIENT RESORT-STYLE FAMILY OASIS + POOL,Karaka,5,3,577,,"Auction on 15 Nov, 9:32?€?am",House
DQW0RV371QSL2T0TFXF8,Pukekohe,4,2,693,,"Asking price $1,155,000",House
KSIKI1C5K9TT22E5P9WH,Ararimu,4,3,9100,,Price by negotiation,Dwelling
A0CC6UJ1V3OG5O5X6CF1,Onewhero,4,2,2519,,Price by negotiation,House
7ER8R8HDU4FE2L75LZ2J,City Centre,2,1,,,"Asking price $139,000",Apartment
Z775YA7QA45JXQ9K53XY,Karaka,5,4,555,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 18 Oct, 5:52?€?am",Section
Exquisite Living By The Park with CARPARK,City Centre,2,1,,,"Asking price $599,000",Apartment
PRICED TO SELL. 48m??,City Centre,1,1,,,"Asking price $399,000",Apartment
ELEGANCE & OPULENCE - AMAZING VIEWS - ELITE LOCALE,Drury,5,3,10000,,"Auction on 14 Nov, 9:40?€?am",Dwelling
A dream rental or first home opportunity in Pu...,Pukekohe,2,1,166,,"Auction on 13 Nov, 12:51?€?pm",House
MORTGAGEE SALE,Pokeno,4,2,697,,"Auction on 13 Nov, 12:36?€?pm",House
9TG3V2A6P3RAPGI98970,Remuera,3,2,,,Price by negotiation,House
IJIZP51SQ867ZDFXNFCO,Pukekohe East,,,8200,,"Asking price $749,000",Bare land
4SW5KAVVPGS9QNQG5BJF,Mount Eden,2,2,,,"Asking price $1,095,000",Townhouse
NHNH1F7X1Y4L3W0TKUC4,Huapai,6,3,838637,,Price by negotiation,House
DRDEWHQY4PVFGJZW1ZE4,Pukekohe,4,2,946,,"Asking price $889,000",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 17 Oct, 5:50?€?am",Apartment
2T43BPXM40P5KZ1HN9K0,Panmure,6,6,,,Price by negotiation,House
REAL MONEY SPINNER!,Pukekohe,5,2,812,,Price by negotiation,House
Rare Found! Multi-Use Accommodation,City Centre,3,1,,,Price by negotiation,Apartment
CLASSY CONVENIENT RESORT-STYLE FAMILY OASIS + POOL,Karaka,5,3,577,,"Auction on 13 Nov, 9:41?€?am",House
C1E4F15STY3KKRUTD951,Orakei,2,2,,,"Asking price $1,550,000",Apartment
GCPKFKVGS8BNX1ZNN2BQ,Pukekohe,4,2,,,"Asking price $950,000",House
W3Q4CEREWGFMYPNMURS5,Drury,4,4,116500,,"For sale by tender,  30 Oct",Dwelling
P79SZX1LTSKR52PS32EM,Ararimu,4,2,61800,,Price by negotiation,Dwelling
6W5OEI71CCSCNPTO0EFZ,City Centre,1,1,,,Price by negotiation,Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 16 Oct, 6:13?€?am",House
Charming Downtown Apartment with Scenic Views,City Centre,2,1,,,Price by negotiation,Apartment
Rural Living + Contemporary Comfort,Waiuku,4,2,43600,,Price by negotiation,Dwelling
PUKEKOHE'S GOLDEN MILE,Pukekohe,4,2,14400,,"Auction on 12 Nov, 5:05?€?am",Dwelling
QQV71YG8V0BJCENNMRMK,City Centre,1,1,,,"Asking price $458,000",Apartment
AKCVYWD3QSOIQNSATYLT,Meadowbank,2,1,,,"Asking price $799,000",Apartment
R6SGTSZUGPN3578T4REV,City Centre,1,1,,,Price by negotiation,Apartment
G7ELL6XWCNV0A6P60WEQ,Te Atatu Peninsula,2,1,,,"Asking price $599,000",Unit
M2PKH94FX53YTCKYTZIK,Henderson,2,1,79,,"Asking price $785,700",Townhouse
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 15 Oct, 6:13?€?am",House
URGENT SALE REQUIRED - Present All Offers,Meadowbank,2,2,,,Price by negotiation,Apartment
VINTAGE ELEGANCE WITH MODERN LUXURIES,Waiuku,4,3,3738,,"Auction on 10 Oct, 2:00?€?pm",House
"Nest or Invest - ""2 beddie delight""",Pukekohe,2,1,,,Price by negotiation,Unit
Must Sell Situation At Auction!!!,Waiuku,4,2,400,,"Auction on 11 Nov, 5:00?€?am",House
RTPI54T6L0P6DYSJHWS1,Takapuna,2,1,,,"Asking price $999,000",Apartment
F9G4J7RLP5T8ROHNTSDZ,Avondale,1,1,,,"Asking price $669,700",Townhouse
ADXX7YPKOJZT0GWTF0GZ,Patumahoe,,,8900,,"Asking price $895,000",Bare land
LHNXIV0LEP1Y2OPVSN0N,Takapuna,3,2,,,"Asking price $1,769,000",Apartment
PGLMKBJLDWPYAZAKIDSW,Henderson,4,3,,,Price by negotiation,Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 14 Oct, 6:00?€?am",Apartment
Your Perfect Family Retreat Awaits,Te Atatu South,3,1,,,"Asking price $719,000",House
Affordable Waterfront Section,Glenbrook,,,551,,Price by negotiation,Section
Luxury 5 Star CBD Living in Metropolis,City Centre,1,1,,,"Asking price $599,000",Apartment
ELEGANCE & OPULENCE - AMAZING VIEWS - ELITE LOCALE,Drury,5,3,10000,,"Auction on 10 Nov, 9:52?€?am",Dwelling
LFIVJGXZY9U3SDDTTHN5,Drury,5,3,41600,,Price by negotiation,Dwelling
ESN3KNW2IKAR1JJY9QV2,Oneroa,,,1293,,Price by negotiation,Section
KMSTW69LVZQ8EMCI7KOS,City Centre,1,1,,,"Asking price $455,000",Apartment
OOPS8KMYEAWT0ULRFS6O,Sunnyvale,2,1,,,"Asking price $740,700",Townhouse
H74UK7Q0QDC6V010I6KQ,Pukekohe,5,2,812,,Price by negotiation,House
Time to start your dream home,Pokeno,,,1000,,"Auction on 13 Oct, 5:56?€?am",Bare land
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 13 Oct, 5:55?€?am",House
SEAVIEWS-100sqm MASSIVE DECK,City Centre,2,2,,,Price by negotiation,Apartment
Live in the Heart of Auckland!,City Centre,2,2,,,Price by negotiation,Apartment
CLASSY NEW HOME IN HIGH GROWTH LOCALE,Pukekohe,4,4,191,,"Auction on 9 Nov, 9:47?€?am",House
Lifestyle Town Fringe,Pukekohe,3,2,1156,,"Auction on 8 Nov, 2:05?€?pm",House
YFJM1GHH6SQTRN0BUIQB,Glenbrook,,,593,,Price by negotiation,Section
39S01MPU9CHCXL1UDVZU,Eden Terrace,1,1,,,Price by negotiation,Apartment
2WL6S3K3FY4RP7PN33DR,Mount Eden,3,2,,,"Asking price $1,575,000",Townhouse
BAUFFSLE1BUOBE6KANAY,Parnell,3,2,,,"Auction on 16 Oct, 10:00?€?am",House
787HY2WH7CZAJQ95ADTP,Waiau Pa,5,2,3200,,"Asking price $1,595,000",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 12 Oct, 11:51?€?am",Unit
"Freehold, 50m2 in size for only $455k with Parking",City Centre,1,1,,,"Asking price $455,000",Apartment
Brand New 6-Bedroom Masterpiece with Granny Po...,Swanson,6,4,450,,Price by negotiation,House
"Sleek, Stylish & Nearly New - Grab it Now.",Pukekohe,3,2,304,,"Auction on 8 Nov, 10:38?€?am",House
EZZCFE35B706VL4OWCLR,Waiuku,,,5019,,Price by negotiation,Section
4ZMF63WJ4EYBZVN5M8XB,Drury,4,2,12800,,"Asking price $2,200,000",Dwelling
1KT5VB20BBTTUE2GJFEU,Tuakau,5,3,542,,Price by negotiation,House
6NNL1EO3EYVRSZVT9Q3Z,Mount Roskill,3,2,500,,"For sale by tender,  31 Oct",House
S2IRVDX4NR0WZIL7NEZU,Eden Terrace,1,1,,,Price by negotiation,Apartment
Time to start your dream home,Pokeno,,,1000,,"Auction on 12 Oct, 5:58?€?am",Bare land
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 12 Oct, 5:57?€?am",Unit
5AGAHI4JLE1O6R7HWK6S,Eden Terrace,2,2,,,"Asking price $579,000",Apartment
Pokeno Living Freehold section available,Pokeno,,,1100,,"Asking price $510,000",Section
PUKEKOHE'S GOLDEN MILE,Pukekohe,4,2,14400,,"Auction on 17 Oct, 2:00?€?pm",Dwelling
FAMILY FRIENDLY FINESSE - POOL & SPA - SLEEPOUT,Pukekohe,4,3,3300,,"Auction on 8 Nov, 9:49?€?am",Dwelling
HQOB16CGMKBCLPTNLT5J,Mount Eden,2,2,,,"Asking price $1,285,000",Townhouse
2GQI0OL8V6QYRVE5PJGA,City Centre,2,2,,,Price by negotiation,Apartment
G0M9DHHE0JM4QIQ19444,Pukekohe,,,400,,"Asking price $450,000",Section
G6I7RE1I7V0YGY7C325W,City Centre,2,1,,,Price by negotiation,Apartment
RQPQUJBY9JNABKEVPZ8O,Saint Heliers,5,4,1433,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 11 Oct, 4:31?€?pm",House
Grandstand Lifestyle Position,Remuera,4,4,1184,,"For sale by tender,  24 Oct",House
Prime Position on St Albans,Mount Eden,2,2,,,"Asking price $1,095,000",Townhouse
A TASTE OF THE COUNTRY,Bombay,3,1,4000,,"Auction on 7 Nov, 3:14?€?pm",Dwelling
UAC27E67ZKFL1H3M7OMZ,Eden Terrace,1,1,,,"Asking price $699,000",Apartment
LBNIBDKSCFGSFXWTNF93,Mount Eden,1,1,,,"Asking price $399,000",Apartment
CWTSK5RPDTB4LQJ318BO,Glenbrook,,,301,,"Asking price $270,000 + GST (if any)",Section
07R1M7UVOSB1IR1N6OX6,Te Atatu South,3,3,,,Price by negotiation,Townhouse
DR78CN4SSCXA7DG72NI0,City Centre,1,1,,,"Asking price $599,000",Apartment
Enviable Position - Reside or Landbank,Pukekohe,3,1,873,,Price by negotiation,House
"Eden Park 'Low-Rise, High Style'",Mount Eden,2,2,,,"Auction on 7 Nov, 2:50?€?pm",Apartment
"CCC Now Issued, Move- In Ready",Mount Albert,2,2,76,,"Asking price $1,125,700",Townhouse
LFHAQS0FSGE9I84CNHZ6,City Centre,1,1,,,"Asking price $200,000",Apartment
OE9UFUUDI5DR6ZV2SJQ6,City Centre,2,1,,,"Asking price $360,000",Apartment
T2HOON0PE665W7UPBSEX,Pukekohe,3,2,408,,Price by negotiation,House
ZJ0TXXBGK96R4H7GY9JL,Drury,4,2,12800,,"Asking price $2,200,000",Dwelling
Z4QAY8O9I9C0ZE286IW7,Pukekohe,,,1202,,Price by negotiation,Section
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 10 Oct, 1:50?€?pm",House
OPU8AMVE71S2CVOTY43R,Pukekohe,4,2,14400,,"Auction on 17 Oct, 2:00?€?pm",Dwelling
Quay West - Stunning Harbour Views & Sunsets,City Centre,3,2,,,"Asking price $2,150,000",Apartment
Space and Convenience,Eden Terrace,1,1,,,Price by negotiation,Apartment
IT'S SHOWTIME! HIGH SPEC INVESTMENT,Paerata,4,3,519,,"Asking price $1,650,000",House
PRIME KARAKA LIFESTYLE ON 4 LUSH HA,Karaka,5,2,41200,,"Auction on 6 Nov, 12:41?€?pm",Dwelling
6878DPZT92V2CVN5TZ0B,City Centre,2,1,,,Price by negotiation,Apartment
FPT3R941KWJGKVEKFZ8U,Eden Terrace,2,2,,,"Asking price $579,000",Apartment
T470AZVXQ2D6GPL5ZKRC,Waiau Pa,4,2,3213,,Price by negotiation,House
Z7RJHQ5GU6USXU303BLQ,Tuakau,5,3,542,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 10 Oct, 5:46?€?am",Townhouse
Disregard previous price,Patumahoe,4,2,576,,Price by negotiation,House
Approaching Completion - Selling Fast!,Avondale,1,1,,,"Asking price $649,700",Townhouse
Perfect Prestige Living,Pukekohe,4,2,744,,"Auction on 6 Nov, 9:34?€?am",House
ZYWQS3K1H04Z95RRQZD6,City Centre,3,2,,,"Asking price $2,150,000",Apartment
8T4QL8FU373NVVFFIBUH,Glenbrook,,,607,,Price by negotiation,Section
UA3XGF755SG69WXSLZAD,Matakana,4,3,4800,,Price by negotiation,Dwelling
K1N6JXL624VRGSZ5M9MH,Eden Terrace,2,1,,,"Asking price $1,115,000",Apartment
7AS9JE408W0WO2BNT8S6,Sunnyvale,1,1,,,"Asking price $454,700",Townhouse
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 9 Oct, 5:45?€?am",Townhouse
LIFESTYLE DREAMING - Prestigious 1.51 acres,Ramarama,4,2,6100,,"Auction on 24 Oct, 2:00?€?pm",Dwelling
Contemporary Comfort by the Coast,Orakei,3,3,,,"Auction on 5 Nov, 9:37?€?am",House
7Z3C78Z5KJTLJOD9871Q,Remuera,5,5,1205,,Price by negotiation,House
SVMD3OBR9V48IE70A8VK,City Centre,1,1,,,"Asking price $280,000",Apartment
4QLCB6KTKM50V6AT72F1,Point Chevalier,3,2,600,,"Auction on 9 Oct, 2:00?€?pm",House
Q6O08SJCEPS5JAHRWT3J,Matakana,,,18900,,"Asking price $995,000",Section
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 8 Oct, 6:00?€?am",House
5LIR6LOBYUB0G8MK3S28,Grafton,2,1,,,"Asking price $665,000",Apartment
New Homes Under Construction - Act Now!,Sunnyvale,1,1,,,"Asking price $454,700",Townhouse
Affordable Premium Living in AGS,Grafton,2,1,,,"Asking price $849,000",Apartment
NEAR NEW SPACIOUS SOPHISTICATION - FIVE BEDROOMS,Waiau Pa,5,2,2500,,"Auction on 4 Nov, 9:51?€?am",Dwelling
NU4TOBRENZOZKSXO0A47,Riverhead,3,2,73248,,Price by negotiation,House
0LT6SHS4P8AOFEBUXAYU,Pukekohe,3,1,1014,,Price by negotiation,House
XWOCY7XUBMG9E6WI4LNQ,Clevedon,4,1,5700,,Price by negotiation,Dwelling
0Y0RNLT8ZXC91WAIUQQF,City Centre,1,1,,,"Asking price $195,000",Apartment
1WZBFXVZF7BGA0BJEK3F,Waiau Pa,4,3,10000,,"Asking price $1,590,000",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 7 Oct, 5:40?€?pm",Townhouse
"SIT BACK, RELAX & WATCH THE BOATS SAILING BY",City Centre,2,2,,,"Asking price $1,480,000",Apartment
Pokeno Living Freehold section available,Pokeno,,,580,,"Asking price $460,000",Section
New Home + Move - In Ready,Henderson,2,1,79,,"Asking price $785,700",Townhouse
TWO FOR ONE IN RUNCIMAN,Pukekohe,6,5,15000,,"Auction on 3 Nov, 4:33?€?pm",Dwelling
GTT20517ST023UNR76FL,Pukekohe,3,2,419,,Price by negotiation,House
E99TETIX558MSFE3H1IV,Drury,4,2,12800,,"Asking price $2,200,000",Dwelling
A6SZC4OT7S7XJHN6AIVP,Mercer,5,3,196200,,Price by negotiation,Dwelling
KLSJFS0PVS9GW7RG6UTL,Patumahoe,5,2,817,,"Asking price $1,229,000",House
YDF8QVX1X4LZR23B23ED,City Centre,2,2,,,Price by negotiation,Apartment
MORTGAGEE SALE,Mount Roskill,3,2,500,,"For sale by tender,  31 Oct",House
Charming Country Retreat,Mangatawhiri,3,2,2000,,Price by negotiation,Dwelling
SEAVIEWS-100sqm MASSIVE DECK,City Centre,2,2,,,Price by negotiation,Apartment
Headlining your dream lifestyle!,Pukekohe,4,2,619,,"Auction on 3 Nov, 9:57?€?am",House
5VC9NBB2ECICNE35FPYG,Epsom,5,2,,,Price by negotiation,House
TY21M6E8YSMB6M8VNUFI,Parnell,3,2,,,"Asking price $850,000",House
MAC49I0S9Y6XQUN9AEJC,Henderson,2,1,120,,"Asking price $785,700",Townhouse
2D3W56KKJKHKQ7ANOAD8,Pukekohe,2,1,,,"Auction on 3 Oct, 2:00?€?pm",Unit
896152BERKHQCDYQ43NK,Greenlane,4,3,,,Price by negotiation,Townhouse
HIGH COURT SALE,Point Chevalier,3,2,600,,"Auction on 9 Oct, 2:00?€?pm",House
Affordable Waterfront Section,Glenbrook,,,593,,Price by negotiation,Section
TWO FOR ONE IN RUNCIMAN,Pukekohe,6,5,15000,,"Auction on 3 Nov, 9:51?€?am",Dwelling
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 6 Oct, 3:37?€?pm",House
Warm & Cosy House,Hobsonville,3,2,,,Deadline sale by 31 Oct,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 6 Oct, 1:45?€?pm",House
X7FFZAO6N9BZ88A00RMQ,City Centre,2,1,,,"Asking price $539,000",Apartment
3ASDYPGY2MUVKWLGKMBT,Pukekohe,3,1,466,,Price by negotiation,House
NZA01L6MA3N375VFWWGK,Waiau Pa,5,2,3200,,"Asking price $1,595,000",Dwelling
RYWJIQ04DD771ZJ6VGYJ,Eden Terrace,1,1,,,"Asking price $699,000",Apartment
OPE0T5MR6H61E0PHE1E9,Waiuku,3,3,2815,,"For sale by tender,  29 Oct",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 6 Oct, 6:12?€?am",Unit
WHEN SIZE MATTERS,Waiau Pa,4,2,3200,,Price by negotiation,Dwelling
DUAL KEY Apartment in Park Residences,City Centre,2,2,,,"Asking price $739,000",Apartment
A TASTE OF THE COUNTRY,Bombay,3,1,4000,,"Auction on 2 Nov, 5:03?€?am",Dwelling
7JB9C7GFJTTRH0XJIL2D,City Centre,2,2,,,"Asking price $1,480,000",Apartment
N9WA9G55S9DATEAZFCN1,City Centre,2,1,,,"Asking price $279,000",Apartment
K94Y99JYEKF8IN8IR61G,Takapuna,3,2,,,Price by negotiation,Townhouse
VC5TKLNBYLMW5KN3V8PF,Greenlane,4,3,,,Price by negotiation,Townhouse
UIOM87NST76TOX46WQLL,Avondale,2,1,100,,Price by negotiation,Townhouse
Time to start your dream home,Pokeno,,,1000,,"Auction on 5 Oct, 7:34?€?pm",Bare land
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 5 Oct, 7:33?€?pm",House
WATERFRONT AND DEVELOPMENT POTENTIAL - 18 ACRES,Riverhead,3,2,73248,,Price by negotiation,House
A TASTE OF THE COUNTRY,Bombay,3,1,4000,,"Auction on 1 Nov, 6:25?€?pm",Dwelling
Y91JH81U1J4U5WIJYEEA,City Centre,3,2,,,"Asking price $920,000",Apartment
IOF856GNMOM35Y6XLK9A,Glenbrook,,,551,,Price by negotiation,Section
N4PXHWGZV803J1KEEK4Q,Pukekohe,3,1,280,,"Asking price $829,000",Unit
0ZZ6RX30P0QFJ0MYWC2R,Glenbrook,,,557,,Price by negotiation,Section
WHXCI6ZA2DTT2DVTDVU7,Avondale,1,1,,,"Asking price $649,700",Townhouse
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 5 Oct, 5:59?€?am",House
Elevate Your Life - Vibrant Home & Location!,City Centre,2,2,,,"Asking price $880,000",Apartment
REFINED EXECUTIVE LIVING,Remuera,3,2,,,Price by negotiation,Apartment
"Location, Convenience, Lifestyle",Ellerslie,2,2,152,,"Auction on 1 Nov, 9:51?€?am",Townhouse
0HWG5Y8N3OA8MH4QF6AT,City Centre,1,1,,,"Asking price $269,000",Apartment
OPWOQ0U9D60Q1DGGBD0C,Parnell,,,708,,Price by negotiation,Section
PBGJPWKOYH5TKEK24CLJ,Pukekohe,4,2,471,,Price by negotiation,House
26B8CET6HRUAT9KWZWWT,Grey Lynn,1,1,,,"Asking price $569,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 4 Oct, 5:50?€?am",Apartment
Best buy in Queen Square,City Centre,1,1,,,Price by negotiation,Apartment
City Townhouse Vibe,City Centre,2,1,,,"Asking price $699,000",Apartment
Classic Contemporary Charm,Orakei,4,2,,,"Auction on 31 Oct, 9:38?€?am",House
Time to fulfill your dreams,Pokeno,,,1000,,Price by negotiation,Bare land
Time to fulfill your dreams,Pokeno,2,3,1000,,Deadline sale by 31 Oct,Townhouse
Time to fulfill your dreams,Pokeno,,,1000,,Deadline sale by 31 Oct,Bare land
CMLBDTFR4839TB4EDD9W,City Centre,2,2,,,"Asking price $980,000",Apartment
Q6KJJKJL7XBZBN4D6QZO,Henderson,2,2,73,,"Asking price $785,700",Townhouse
5W6CZU2BT5O5O58F02QW,Parnell,3,2,,,"Auction on 16 Oct, 10:00?€?am",House
R6FYJM4F1XJUE345HWBE,Te Atatu South,4,3,,,"Asking price $829,000",Townhouse
7XT5DHPWJ7SAT2KLJ1S2,Eden Terrace,2,1,,,"Asking price $1,115,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 3 Oct, 5:42?€?am",House
What a Steal! Do-up Large 2 bed in Volt,City Centre,2,1,,,"Asking price $369,000",Apartment
Must Sell!,City Centre,2,1,,,"Asking price $549,000",Apartment
Must Sale Situation At Auction !!!,Waiuku,4,2,400,,"Auction on 30 Oct, 9:33?€?am",House
19DXAY43RS0CQWY4SREQ,Pukekohe,4,3,255800,,"For sale by tender,  16 Oct",Dwelling
NNEM5XC6N6WKLIC3N4AE,Remuera,3,2,,,Price by negotiation,Apartment
TY1P7S3A5FSNM5GWUV1X,Westgate,2,1,,,Price by negotiation,Townhouse
5Z7JALFWXPKRMWS6WHV2,Papakura,4,2,454,,"Asking price $930,000",House
HQ380BNMYH7CF6M5G6SG,City Centre,1,1,,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 2 Oct, 5:45?€?am",House
XPOU0R0KTUP8IGN0ZDIJ,Onehunga,6,2,1284,,Price by negotiation,House
Family Size Luxury - Brand New,Eden Terrace,3,2,,,"Asking price $1,850,000",Apartment
Last Block Up For Grabs - Vendors Say Sell!,Ramarama,,,21400,,Price by negotiation,Bare land
H5FDJGPHJ5N0W6PZQ760,Mount Eden,2,2,,,"Auction on 9 Oct, 10:00?€?am",Apartment
HIGH COURT SALE,Point Chevalier,3,2,600,,"Auction on 29 Oct, 9:36?€?am",House
BJRZY1ZHQHOK4WE0LPV5,Mission Bay,4,2,1287,,"For sale by tender,  26 Sept",House
FNT5M761HOIFNFFITOGG,City Centre,2,1,,,"Asking price $735,000",Apartment
PNC10BTMDRNHMTJVDAMZ,Glenbrook,,,607,,Price by negotiation,Section
2NJWLK90SB0KM1FEBYKW,Pukekohe,3,2,9200,,"For sale by tender,  26 Sept",Dwelling
4023PUMPZ9V233U7EVJR,Pukekohe,3,2,1517,,Price by negotiation,House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 1 Oct, 5:43?€?am",House
Affordable Waterfront Section,Glenbrook,,,301,,"Asking price $270,000 + GST (if any)",Section
Boutique Living in the Heart of Albany,Albany,2,2,,,"Asking price $899,000",Apartment
ULTRA-CHIC SUPER-SPACE + POOL ON 1.1 HA,Ramarama,5,3,11700,,"Auction on 28 Oct, 5:34?€?am",Dwelling
LC4LWI24WHIC68TRU04S,Pukekohe,4,2,14400,,"Auction on 17 Oct, 2:00?€?pm",Dwelling
FQY9OE4A80VS7GX3M8AI,Pukekohe,4,2,,,Price by negotiation,House
MD9GIJDOUFX9B8QHRWJT,City Centre,2,2,,,"Asking price $970,000",Apartment
8VCD343298XPX7PQORZP,Henderson,2,2,76,,"Asking price $785,700",Townhouse
978NKCXZNCQLZB0FGC3H,City Centre,1,2,,,"Asking price $349,000",Apartment
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 30 Sept, 5:58?€?am",Townhouse
URGENT SALE REQUIRED - Present All Offers,Meadowbank,2,2,,,Price by negotiation,Apartment
Sought after Home and Income Close to the Beach,Onetangi,4,3,4133,,Price by negotiation,House
SUMPTUOUS RESIDENTIAL EXCELLENCE,Pukekohe,4,3,1001,,"Auction on 27 Oct, 5:49?€?am",House
J2Y0LIOSI9VZM3Y0NC2L,Glenbrook,,,603,,"Asking price $399,000",Section
CSGX98P8RMNHUR0XN719,Glenbrook,,,563,,Price by negotiation,Section
1X8N3CAEZS6KULHNLDC9,City Centre,2,2,,,"Asking price $2,350,000",Apartment
Y0F1NH4CH8NJXWDXKMN1,Te Atatu South,3,3,,,Price by negotiation,Townhouse
7RVCZSC8WMK1FILNHYA7,City Centre,3,1,,,Price by negotiation,Apartment
Time to fulfill your dreams,Pokeno,,,1000,,"Auction on 29 Sept, 8:54?€?pm",Bare land
0VTCCVIMSCCUHJ2VKA13,Glenbrook,,,593,,Price by negotiation,Section
Urban Elegance - Convenience of Location,Remuera,2,2,,,"Asking price $1,495,000",Apartment
CCC Issued - Ready Now!,Henderson,2,2,73,,"Asking price $785,700",Townhouse
Sophisticated Living in a Brand New Home!,City Centre,2,2,,,"Asking price $1,195,000",Apartment
"Sleek, Stylish & Nearly New - Grab it Now.",Pukekohe,3,2,304,,"Auction on 26 Oct, 8:44?€?pm",House
UQYLBIYO5DQRPAHKMLON,City Centre,1,1,,,Price by negotiation,Apartment
AW44F2ELQWFHSAXY7HTZ,Eden Terrace,1,1,,,"Asking price $699,000",Apartment
KYYFTF4S03CP475E068Q,Pukekohe,3,1,,,"Asking price $895,000",House
Time to fulfill your dreams,Pokeno,2,3,1000,,"Auction on 29 Sept, 5:44?€?am",House
WS9VEOEM3PSS5ZZYKTYE,City Centre,1,1,,,"Asking price $215,000",Apartment
MUST SELL! 2 BED+ CPK by Sky Tower,City Centre,2,1,,,"Asking price $539,000",Apartment
Modern 2 Bedroom Home - CCC Issued!,Mount Albert,2,2,62,,"Asking price $945,700",House
"NEW HIGH STYLE, LOW MAINTENANCE ALLURE",Pukekohe,3,3,228,,"Auction on 26 Oct, 5:35?€?am",House
FP53IYF7IFB6W6VC9293,Pukekohe,3,1,,,Price by negotiation,House
C6AV4HRNO3W5990DVUX7,Glenbrook,,,302,,"Asking price $270,000 + GST (if any)",Section
7R6O1VZ8JCM2KONLITQY,Pukekohe,4,2,501,,"Asking price $1,039,000",House
AFD6W4672N04SB12EXK0,Mangatangi,4,2,7500,,Price by negotiation,Dwelling
3PK982NKU5EK2RTGTNQI,Kaiaua,3,2,2500,,Price by negotiation,Dwelling
Harrisville Zoned Entertainer + 1284m2 Section!,Tuakau,4,2,1284,,Price by negotiation,House
A place of your own!,Eden Terrace,2,2,,,"Asking price $579,000",Apartment
First Time On The Market in 33 Years!,Remuera,3,2,,,"Auction on 25 Oct, 5:39?€?am",House
sods,East Tamaki,4,2,200,,"Asking price $500,002",House
83ELV4YK017EFYOKM397,Pokeno,4,2,697,,"Auction on 16 Oct, 2:00?€?pm",House
HP60XB8HH1XEAUUGG2CO,Pokeno,,,580,,"Asking price $460,000",Section
MUM371TGULAJBX7BPRU3,Titirangi,,,1197,,"Asking price $690,000",Section
GK2PULWWDXH82EYQENKG,Hunua,4,2,119100,,"Asking price $1,650,000",Dwelling
9VL7NWZECQ2ZJ9EBAJU7,Pukekohe,4,2,741,,Price by negotiation,House
GLASWPFRGWWAUNOIJ7X2,Waiuku,4,3,3738,,"Auction on 10 Oct, 2:00?€?pm",House
Dual Key Cash Cow - Uni Precinct,City Centre,2,2,,,"Asking price $699,000",Apartment
YOU FOUND IT! UNIT IN DGZ,Newmarket,1,1,,,"Asking price $379,000",Apartment
CLASSY NEW HOME IN HIGH GROWTH LOCALE,Pukekohe,4,4,191,,"Auction on 23 Oct, 5:47?€?am",House
7GFNGR7ADJ9RB2LT1DW9,Mount Eden,2,2,,,"Asking price $1,095,000",Townhouse
